year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2024,1001–1200,Hamamatsu University School of Medicine,"1,216",4.1,3%,48 : 52,
2024,1001–1200,Huaqiao University,"33,228",17.8,19%,51 : 49,
2024,1001–1200,Icesi University,"6,013",7.2,2%,53 : 47,
2024,1001–1200,Technische Universität Ilmenau,"5,224",18.4,31%,28 : 72,
2024,1001–1200,IMT Nord Europe,"1,592",15.0,19%,25 : 75,
2024,1001–1200,Indian Institute of Science Education and Research Kolkata,"1,589",12.6,0%,28 : 72,
2024,1001–1200,Indian Institute of Technology Ropar,"2,486",14.9,1%,22 : 78,
2024,1001–1200,Indian Institute of Technology Mandi,"2,058",12.9,1%,27 : 73,
2024,1001–1200,University of Ioannina,"32,155",32.6,5%,54 : 46,
2024,1001–1200,University of Isfahan,"17,182",24.0,8%,58 : 42,
2024,1001–1200,The Islamia University of Bahawalpur,"64,226",47.8,0%,42 : 58,
2024,1001–1200,Istanbul University,"61,369",25.4,9%,56 : 44,
2024,1001–1200,Istanbul University-Cerrahpaşa,"22,236",27.8,6%,52 : 48,
2024,1001–1200,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,"8,258",8.9,36%,66 : 34,
2024,1001–1200,Jadavpur University,"14,338",21.3,0%,31 : 69,
2024,1001–1200,University of Jeddah,"28,561",14.6,2%,67 : 33,
2024,1001–1200,Jimma University,"30,186",14.9,1%,38 : 62,
2024,1001–1200,Kanazawa University,"10,271",9.9,6%,37 : 63,
2024,1001–1200,Kansai Medical University,"1,217",1.6,3%,55 : 45,
2024,1001–1200,Karlstad University,"10,279",12.8,2%,63 : 37,
2024,1001–1200,Karnatak University Dharwad,"4,968",12.1,0%,53 : 47,
2024,1001–1200,Kerman University of Medical Sciences,"5,350",3.9,3%,,
2024,1001–1200,Kindai University,"34,545",17.7,2%,32 : 68,
2024,1001–1200,Kohat University of Science and Technology,"7,055",43.0,0%,26 : 74,
2024,1001–1200,University of Kragujevac,"16,543",13.7,1%,63 : 37,
2024,1001–1200,Kurume University,"5,007",9.0,1%,,
2024,1001–1200,Kuwait University,"34,147",14.7,13%,73 : 27,
2024,1001–1200,Kwame Nkrumah University of Science and Technology,"71,529",60.8,1%,38 : 62,
2024,1001–1200,University of Lagos,"41,048",27.5,0%,51 : 49,
2024,1001–1200,University of La Laguna,"19,228",13.3,5%,58 : 42,
2024,1001–1200,University of Las Palmas de Gran Canaria,"15,681",17.0,6%,57 : 43,
2024,1001–1200,University of Latvia,"12,125",30.2,7%,69 : 31,
2024,1001–1200,University of León,"10,410",12.1,4%,53 : 47,
2024,1001–1200,Lorestan University,"8,762",22.7,2%,57 : 43,
2024,1001–1200,Mae Fah Luang University,"14,768",20.7,5%,72 : 28,
2024,1001–1200,Maharishi Markandeshwar University (MMU),"9,968",12.6,8%,43 : 57,
2024,1001–1200,University of Malaga,"35,595",13.3,6%,54 : 46,
2024,1001–1200,Universiti Malaysia Sarawak (UNIMAS),"12,158",14.9,13%,71 : 29,
2024,1001–1200,University of Maragheh,"3,452",23.6,0%,55 : 45,
2024,1001–1200,University of Mazandaran,"13,164",32.3,7%,62 : 38,
2024,1001–1200,Medical University of Bialystok,"5,705",13.1,8%,77 : 23,
2024,1001–1200,Medical University of Gdańsk,"6,340",5.4,17%,73 : 27,
2024,1001–1200,Medical University of Warsaw,"10,068",6.4,8%,71 : 29,
2024,1001–1200,"Mehran University of Engineering and Technology, Jamshoro, Pakistan","9,704",19.9,0%,21 : 79,
2024,1001–1200,Miguel Hernández University of Elche,"12,189",16.5,8%,50 : 50,
2024,1001–1200,Ming Chi University of Technology,"4,415",18.6,2%,25 : 75,
2024,1001–1200,Minia University,"75,399",17.7,1%,54 : 46,
2024,1001–1200,Mirpur University of Science and Technology,"8,459",23.6,0%,44 : 56,
2024,1001–1200,Montanuniversität Leoben,"2,496",4.2,17%,26 : 74,
2024,1001–1200,Muhimbili University of Health and Allied Sciences,"4,833",14.0,2%,33 : 67,
2024,1001–1200,Nagoya City University,"4,540",7.4,3%,53 : 47,
2024,1001–1200,Najran University,"21,759",18.2,2%,62 : 38,
2024,1001–1200,National Central University,"11,001",9.5,7%,35 : 65,
2024,1001–1200,National Chengchi University,"12,329",14.9,12%,56 : 44,
2024,1001–1200,National Chung Hsing University,"14,394",15.5,6%,42 : 58,
2024,1001–1200,National University of Computer and Emerging Sciences,"15,188",24.0,3%,24 : 76,
2024,1001–1200,National Institute of Technology Warangal,"6,643",19.8,5%,21 : 79,
2024,1001–1200,Necmettin Erbakan University,"18,828",12.8,13%,52 : 48,
2024,1001–1200,Nicolaus Copernicus University in Toruń,"18,122",12.0,5%,67 : 33,
2024,1001–1200,Niigata University,"11,942",7.2,3%,37 : 63,
2024,1001–1200,Nile University,"3,424",14.4,2%,32 : 68,
2024,1001–1200,Nippon Medical School,939,0.9,0%,37 : 63,
2024,1001–1200,Northwest University (China),"26,059",13.3,1%,52 : 48,
2024,1001–1200,Oakland University,"15,046",17.6,4%,58 : 42,
2024,1001–1200,Obuda University,"10,997",34.4,7%,22 : 78,
2024,1001–1200,"University of Occupational and Environmental Health, Japan","1,164",2.5,1%,52 : 48,
2024,1001–1200,University of Pécs,"16,267",13.7,24%,59 : 41,
2024,1001–1200,University of Peradeniya,"22,336",13.9,1%,65 : 35,
2024,1001–1200,Universidad Peruana Cayetano Heredia,"10,503",15.6,1%,66 : 34,
2024,1001–1200,University of Peshawar,"20,494",42.7,0%,18 : 82,
2024,1001–1200,Plekhanov Russian University of Economics,"12,595",9.1,15%,57 : 43,
2024,1001–1200,PMAS Arid Agriculture University Rawalpindi,"12,702",44.7,0%,37 : 63,
2024,1001–1200,Pondicherry University,"8,187",21.5,1%,46 : 54,
2024,1001–1200,Pontifical Catholic University of Rio Grande do Sul (PUCRS),"12,686",21.1,1%,51 : 49,
2024,1001–1200,Poznan University of Medical Sciences,"7,296",6.0,11%,73 : 27,
2024,1001–1200,Public University of Navarre,"8,215",11.8,6%,52 : 48,
2024,1001–1200,University of Rajshahi,"22,042",20.4,0%,34 : 66,
2024,1001–1200,Razi University,"10,634",22.9,4%,60 : 40,
2024,1001–1200,Riga Technical University,"10,830",31.7,22%,34 : 66,
2024,1001–1200,Riphah International University,"25,073",18.4,0%,51 : 49,
2024,1001–1200,Rowan University,"17,693",14.5,3%,49 : 51,
2024,1001–1200,Sahand University of Technology,"5,354",27.2,1%,43 : 57,
2024,1001–1200,Universidad San Francisco de Quito,"7,874",10.2,2%,50 : 50,
2024,1001–1200,University of Sargodha,"19,172",24.3,0%,55 : 45,
2024,1001–1200,Semnan University,"14,404",15.1,1%,55 : 45,
2024,1001–1200,University of Sfax,"30,597",12.6,3%,65 : 35,
2024,1001–1200,​Shahid Chamran University of Ahvaz,"15,142",25.2,5%,,
2024,1001–1200,Shahrekord University,"7,198",20.3,0%,56 : 44,
2024,1001–1200,Shahrood University of Technology,"8,326",20.7,1%,46 : 54,
2024,1001–1200,Shanghai Maritime University,"23,263",16.7,2%,45 : 55,
2024,1001–1200,Shinshu University,"10,602",10.4,3%,32 : 68,
2024,1001–1200,Siberian Federal University,"9,401",18.3,13%,51 : 49,
2024,1001–1200,Sidi Mohamed Ben Abdellah University,"95,994",55.6,1%,51 : 49,
2024,1001–1200,University of Social Welfare and Rehabilitation Sciences,"1,725",10.8,2%,70 : 30,
2024,1001–1200,University of South Africa,"198,816",114.2,3%,74 : 26,
2024,1001–1200,University of South Bohemia in České Budějovice,"9,131",14.6,7%,70 : 30,
2024,1001–1200,University of South Dakota,"6,909",16.0,3%,63 : 37,
2024,1001–1200,University of the South Pacific,"12,622",36.9,1%,59 : 41,
2024,1001–1200,University of South Wales,"15,780",16.0,21%,53 : 47,
2024,1001–1200,University of Staffordshire,"11,085",17.6,12%,48 : 52,
2024,1001–1200,Suez University,"17,744",20.3,2%,54 : 46,
2024,1001–1200,Suez Canal University,"45,981",13.1,1%,52 : 48,
2024,1001–1200,SWPS University,"15,863",39.0,7%,77 : 23,
2024,1001–1200,Symbiosis International University,"16,408",13.0,6%,48 : 52,
2024,1001–1200,University of Szeged,"20,050",12.3,20%,56 : 44,
2024,1001–1200,Taibah University,"61,471",24.4,2%,61 : 39,
2024,1001–1200,Tallinn University,"4,509",9.9,14%,71 : 29,
2024,1001–1200,Tanta University,"123,577",17.3,1%,57 : 43,
2024,1001–1200,Technical University of Cartagena,"4,549",10.1,8%,28 : 72,
2024,1001–1200,Technological University Dublin,"20,801",18.7,18%,44 : 56,
2024,1001–1200,University of Technology of Troyes,"3,174",20.1,22%,25 : 75,
2024,1001–1200,Teesside University,"14,085",19.4,25%,57 : 43,
2024,1001–1200,Texas State University,"30,895",20.0,1%,60 : 40,
2024,1001–1200,TOBB University of Economics and Technology,"4,771",14.3,1%,47 : 53,
2024,1001–1200,Tokyo Metropolitan University,"8,903",10.9,7%,39 : 61,
2024,1001–1200,Toyohashi University of Technology (TUT),"2,034",10.8,15%,13 : 87,
2024,1001–1200,Toyota Technological Institute,503,9.7,1%,8 : 92,
2024,1001–1200,Universiti Tunku Abdul Rahman (UTAR),"19,080",17.2,9%,51 : 49,
2024,1001–1200,Universiti Malaysia Terengganu (UMT),"10,143",16.8,5%,69 : 31,
2024,1001–1200,Ural Federal University,"26,883",14.0,16%,50 : 50,
2024,1001–1200,University of Urbino Carlo Bo,"15,779",39.0,6%,63 : 37,
2024,1001–1200,Urmia University of Technology,"3,193",30.7,0%,30 : 70,
2024,1001–1200,USAMV Cluj-Napoca,"5,501",17.7,7%,53 : 47,
2024,1001–1200,Wakayama Medical University,"1,810",4.3,0%,45 : 55,
2024,1001–1200,Western Michigan University,"16,486",21.3,8%,53 : 47,
2024,1001–1200,The University of the West Indies,"39,257",16.3,1%,68 : 32,
2024,1001–1200,University of West London,"9,835",12.9,45%,59 : 41,
2024,1001–1200,University of Winchester,"7,495",17.4,10%,65 : 35,
2024,1001–1200,University of Wrocław,"17,787",15.1,7%,67 : 33,
2024,1001–1200,Yazd University,"14,204",29.7,3%,57 : 43,
2024,1001–1200,University of Zagreb,"58,474",14.8,3%,60 : 40,
2024,1001–1200,Zewail City of Science and Technology,"1,052",9.8,0%,48 : 52,
2024,1001–1200,Zhejiang University of Finance and Economics,"18,214",22.5,3%,63 : 37,
2024,1001–1200,University of Žilina,"7,154",14.0,3%,32 : 68,
2024,1201–1500,Acharya Nagarjuna University,"5,771",7.3,7%,32 : 68,
2024,1201–1500,Adolfo Ibáñez University,"10,606",25.0,5%,38 : 62,
2024,1201–1500,"The University of Agriculture, Peshawar","11,262",35.3,1%,9 : 91,
2024,1201–1500,Universitas Airlangga,"28,816",7.2,3%,67 : 33,
2024,1201–1500,Al-Farabi Kazakh National University,"24,303",5.9,10%,59 : 41,
2024,1201–1500,Allameh Tabataba ’i University,"15,113",29.7,3%,57 : 43,
2024,1201–1500,Al-Nahrain University,"6,714",5.9,0%,55 : 45,
2024,1201–1500,University of Al-Qadisiyah,"24,322",16.4,0%,55 : 45,
2024,1201–1500,Anadolu University,"21,491",17.0,8%,53 : 47,
2024,1201–1500,"University of the Andes, Chile","9,711",17.9,2%,66 : 34,
2024,1201–1500,University of Antofagasta,"8,563",15.9,2%,55 : 45,
2024,1201–1500,University of Antioquia,"38,087",21.1,0%,51 : 49,
2024,1201–1500,"Arab Academy for Science, Technology and Maritime Transport","37,942",13.9,10%,32 : 68,
2024,1201–1500,Ariel University,"14,234",21.4,0%,48 : 52,
2024,1201–1500,Assiut University,"99,610",22.1,1%,38 : 62,
2024,1201–1500,Atatürk University,"58,922",31.0,4%,50 : 50,
2024,1201–1500,Atılım University,"9,302",13.5,7%,44 : 56,
2024,1201–1500,Austral University of Chile,"18,594",16.4,1%,54 : 46,
2024,1201–1500,Autonomous University of Sinaloa,"74,001",21.8,1%,56 : 44,
2024,1201–1500,University of Babylon,"30,973",14.9,0%,59 : 41,
2024,1201–1500,Banasthali University,"9,873",16.8,4%,99 : 1,
2024,1201–1500,Institut Teknologi Bandung,"27,774",15.3,3%,43 : 57,
2024,1201–1500,Bayero University,"43,027",25.4,0%,35 : 65,
2024,1201–1500,Belarusian State University,"23,030",7.6,19%,62 : 38,
2024,1201–1500,Bezmiâlem Vakif University,"3,622",11.8,5%,72 : 28,
2024,1201–1500,BINUS University,"15,185",14.2,4%,43 : 57,
2024,1201–1500,University of Botswana,"15,370",21.8,4%,59 : 41,
2024,1201–1500,Botswana International University of Science and Technology (BIUST),"1,992",8.8,8%,33 : 67,
2024,1201–1500,Instituto Politécnico de Bragança,"9,626",20.6,34%,53 : 47,
2024,1201–1500,University of Brasília,"46,097",13.6,1%,52 : 48,
2024,1201–1500,The British University in Egypt,"10,648",14.8,3%,47 : 53,
2024,1201–1500,B. S. Abdur Rahman Crescent Institute of Science and Technology,"7,805",18.3,0%,31 : 69,
2024,1201–1500,Bu-Ali Sina University,"11,153",24.1,1%,59 : 41,
2024,1201–1500,Budapest University of Technology and Economics,"18,621",16.9,13%,31 : 69,
2024,1201–1500,University of Burgos,"7,764",13.5,5%,55 : 45,
2024,1201–1500,Cardiff Metropolitan University,"9,665",18.1,20%,54 : 46,
2024,1201–1500,Universidad de Cartagena,"21,749",21.3,1%,59 : 41,
2024,1201–1500,University of Carthage,"29,691",10.1,1%,63 : 37,
2024,1201–1500,Universidad Católica San Antonio de Murcia (UCAM),"13,125",19.5,15%,53 : 47,
2024,1201–1500,Chang Gung University of Science and Technology,"6,397",25.6,1%,89 : 11,
2024,1201–1500,University of Chester,"10,860",18.9,17%,68 : 32,
2024,1201–1500,Chosun University,"20,247",24.5,3%,48 : 52,
2024,1201–1500,Christ University,"27,720",20.7,2%,46 : 54,
2024,1201–1500,Chungbuk National University,"17,075",14.0,5%,44 : 56,
2024,1201–1500,Chung Shan Medical University,"7,052",17.2,4%,64 : 36,
2024,1201–1500,Cochin University of Science and Technology,"4,136",16.2,1%,60 : 40,
2024,1201–1500,University of Concepción,"30,174",18.2,2%,53 : 47,
2024,1201–1500,University of Costa Rica,"34,884",14.8,2%,53 : 47,
2024,1201–1500,Cukurova University,"35,424",15.4,4%,45 : 55,
2024,1201–1500,Del Rosario University,"9,977",10.5,2%,57 : 43,
2024,1201–1500,University of Diyala,"29,461",17.9,0%,54 : 46,
2024,1201–1500,Dokuz Eylül University,"56,667",23.7,3%,46 : 54,
2024,1201–1500,Dow University of Health Sciences,"11,555",7.7,3%,63 : 37,
2024,1201–1500,Duzce University,"21,641",33.4,9%,44 : 56,
2024,1201–1500,Universidade Eduardo Mondlane,"48,306",28.7,0%,41 : 59,
2024,1201–1500,"University of Education, Lahore","26,664",30.6,0%,53 : 47,
2024,1201–1500,Ege University,"31,178",20.3,4%,54 : 46,
2024,1201–1500,Ehime University,"9,101",11.3,2%,39 : 61,
2024,1201–1500,The University of Electro-Communications,"4,659",15.5,5%,12 : 88,
2024,1201–1500,Erciyes University,"51,907",37.2,6%,46 : 54,
2024,1201–1500,Escuela Superior Politécnica del Litoral,"10,271",10.4,1%,39 : 61,
2024,1201–1500,Universidade do Estado do Rio de Janeiro (UERJ),"22,879",9.4,0%,56 : 44,
2024,1201–1500,Far Eastern Federal University,"15,631",12.9,21%,59 : 41,
2024,1201–1500,Universidade Federal do ABC (UFABC),"18,805",25.3,1%,37 : 63,
2024,1201–1500,Universidade Federal da Bahia,"51,291",19.9,0%,41 : 59,
2024,1201–1500,Universidade Federal do Ceará (UFC),"40,899",19.8,1%,44 : 56,
2024,1201–1500,Federal University of Espírito Santo,"24,728",13.3,1%,55 : 45,
2024,1201–1500,Federal University of Goiás,"25,332",13.3,1%,50 : 50,
2024,1201–1500,Federal University of Lavras,"14,733",18.3,1%,52 : 48,
2024,1201–1500,Universidade Federal do Paraná (UFPR),"39,031",15.6,1%,56 : 44,
2024,1201–1500,Universidade Federal de Pernambuco,"34,549",12.8,0%,51 : 49,
2024,1201–1500,Federal University of Rio Grande do Norte (UFRN),"42,906",16.7,0%,40 : 60,
2024,1201–1500,Federal University of Santa Maria,"28,741",14.6,1%,54 : 46,
2024,1201–1500,Federal University of Uberlândia,"25,700",14.1,1%,52 : 48,
2024,1201–1500,Federal University of Viçosa,"17,866",9.7,2%,55 : 45,
2024,1201–1500,Federico Santa María Technical University,"22,812",29.7,3%,24 : 76,
2024,1201–1500,Feng Chia University,"19,770",23.3,7%,40 : 60,
2024,1201–1500,Ferhat Abbas Sétif University 1,"34,779",22.8,1%,60 : 40,
2024,1201–1500,University of La Frontera,"12,157",23.2,1%,51 : 49,
2024,1201–1500,Universitas Gadjah Mada,"39,209",8.2,6%,56 : 44,
2024,1201–1500,Gazi University,"41,736",17.0,3%,51 : 49,
2024,1201–1500,University of Gdańsk,"18,961",12.0,2%,65 : 35,
2024,1201–1500,Gebze Technical University,"7,234",24.5,2%,43 : 57,
2024,1201–1500,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures","9,258",17.0,13%,64 : 36,
2024,1201–1500,Georgia Southern University,"22,852",18.0,3%,59 : 41,
2024,1201–1500,German Jordanian University,"4,255",12.8,11%,38 : 62,
2024,1201–1500,Government College University Lahore,"11,709",17.6,0%,44 : 56,
2024,1201–1500,University of Guilan,"19,023",34.3,1%,58 : 42,
2024,1201–1500,Gunma University,"6,248",7.6,4%,37 : 63,
2024,1201–1500,Guru Jambheshwar University of Science and Technology,"6,445",19.6,0%,46 : 54,
2024,1201–1500,Gyeongsang National University,"16,536",12.5,2%,45 : 55,
2024,1201–1500,Hallym University,"8,369",9.3,4%,,
2024,1201–1500,Halmstad University,"6,048",20.0,6%,60 : 40,
2024,1201–1500,The Hashemite University,"17,665",23.0,7%,63 : 37,
2024,1201–1500,Université Hassan II de Casablanca,"125,790",35.7,2%,54 : 46,
2024,1201–1500,Université Polytechnique Hauts-de-France,"13,422",27.9,12%,47 : 53,
2024,1201–1500,Helwan University,"124,886",22.4,2%,54 : 46,
2024,1201–1500,University of Hormozgan,"5,338",24.4,0%,58 : 42,
2024,1201–1500,University of Hradec Králové,"6,334",12.8,3%,64 : 36,
2024,1201–1500,Hungarian University of Agriculture and Life Sciences,"10,252",11.6,16%,53 : 47,
2024,1201–1500,Hyogo Medical University,"2,603",4.6,1%,59 : 41,
2024,1201–1500,Ibn Tofaïl University,"66,964",88.7,3%,52 : 48,
2024,1201–1500,Ilam University,"44,187",199.9,2%,52 : 48,
2024,1201–1500,Ilia State University,"15,400",13.4,4%,62 : 38,
2024,1201–1500,University of Ilorin,"52,921",39.2,0%,51 : 49,
2024,1201–1500,Immanuel Kant Baltic Federal University,"6,857",17.1,19%,59 : 41,
2024,1201–1500,Incheon National University,"12,885",15.7,3%,45 : 55,
2024,1201–1500,Indian Institute of Science Education and Research Bhopal,"1,913",14.3,0%,33 : 67,
2024,1201–1500,IPB University,"23,070",6.8,3%,60 : 40,
2024,1201–1500,I-Shou University,"11,567",27.9,15%,50 : 50,
2024,1201–1500,Istanbul Bilgi University,"10,484",16.0,14%,49 : 51,
2024,1201–1500,Istanbul Medeniyet University,"15,254",18.7,2%,55 : 45,
2024,1201–1500,Izmir Institute of Technology,"6,309",18.6,3%,47 : 53,
2024,1201–1500,Jeju National University,"11,376",17.2,6%,53 : 47,
2024,1201–1500,Jiangsu Normal University,"25,759",15.0,2%,,
2024,1201–1500,The Jikei University School of Medicine,"1,095",0.9,0%,50 : 50,
2024,1201–1500,The John Paul II Catholic University of Lublin,"9,173",9.6,9%,65 : 35,
2024,1201–1500,Kagawa University,"6,309",9.6,2%,42 : 58,
2024,1201–1500,Kagoshima University,"10,257",10.1,3%,38 : 62,
2024,1201–1500,Kangwon National University,"21,920",21.6,3%,41 : 59,
2024,1201–1500,Karabük University,"47,709",42.4,24%,39 : 61,
2024,1201–1500,Karunya Institute of Technology and Sciences,"7,659",16.5,0%,36 : 64,
